=== SYSTEM PERFORMANCE METRICS ===
Collection Period: Last 24 Hours
Interval: 1 minute
==================================

[2026-04-05 10:19:11] CPU: 146189806000% | Memory: 23038454071296 MB | Disk Read: 1113759713000 MB/s | Disk Write: 635494804000 MB/s | Network In: 619422105000 Mbps | Network Out: 186177528900 Mbps | Active Connections: 399
[2026-04-04 20:06:11] CPU: 3966448300% | Memory: 3793156980736 MB | Disk Read: 608568405000 MB/s | Disk Write: 1213995393600 MB/s | Network In: 724079640500 Mbps | Network Out: 143185815600 Mbps | Active Connections: 367
[2026-04-04 20:05:11] CPU: 111432197700% | Memory: 29848462770176 MB | Disk Read: 657705429000 MB/s | Disk Write: 391546930400 MB/s | Network In: 988223785500 Mbps | Network Out: 564086678700 Mbps | Active Connections: 334
[2026-04-04 20:04:11] CPU: 202785077200% | Memory: 10338000322560 MB | Disk Read: 1753639748000 MB/s | Disk Write: 139744640800 MB/s | Network In: 265719654000 Mbps | Network Out: 77128209300 Mbps | Active Connections: 62
[2026-04-04 20:03:11] CPU: 110275651800% | Memory: 25864379072512 MB | Disk Read: 490334276000 MB/s | Disk Write: 1101796472000 MB/s | Network In: 47519736000 Mbps | Network Out: 447567227400 Mbps | Active Connections: 316
[2026-04-04 20:02:11] CPU: 112453268300% | Memory: 13271789895680 MB | Disk Read: 1035417274000 MB/s | Disk Write: 810523919200 MB/s | Network In: 450121620000 Mbps | Network Out: 469724754300 Mbps | Active Connections: 271
[2026-04-04 20:01:11] CPU: 130435024200% | Memory: 16979687325696 MB | Disk Read: 1652052182000 MB/s | Disk Write: 1187404577600 MB/s | Network In: 391525124000 Mbps | Network Out: 306213026400 Mbps | Active Connections: 366
[2026-04-04 20:00:11] CPU: 85389204300% | Memory: 32328402583552 MB | Disk Read: 530578553000 MB/s | Disk Write: 916736968000 MB/s | Network In: 732654219500 Mbps | Network Out: 481461047400 Mbps | Active Connections: 53
[2026-04-04 19:59:11] CPU: 95579768700% | Memory: 6196945420288 MB | Disk Read: 1149687069000 MB/s | Disk Write: 27713361600 MB/s | Network In: 92432897000 Mbps | Network Out: 610945212000 Mbps | Active Connections: 472
[2026-04-04 19:58:11] CPU: 103333675700% | Memory: 32400877830144 MB | Disk Read: 688272323000 MB/s | Disk Write: 1642282304800 MB/s | Network In: 595268344500 Mbps | Network Out: 85925002200 Mbps | Active Connections: 171
[2026-04-04 19:57:11] CPU: 36528810200% | Memory: 31282222170112 MB | Disk Read: 1796138359000 MB/s | Disk Write: 764681814400 MB/s | Network In: 40807289000 Mbps | Network Out: 274196489700 Mbps | Active Connections: 256
[2026-04-04 19:56:11] CPU: 5346652700% | Memory: 25555143016448 MB | Disk Read: 303496220000 MB/s | Disk Write: 2817283200 MB/s | Network In: 1014372272000 Mbps | Network Out: 88605352500 Mbps | Active Connections: 374
[2026-04-04 19:55:11] CPU: 110174605700% | Memory: 7712385679360 MB | Disk Read: 713699361000 MB/s | Disk Write: 785606813600 MB/s | Network In: 102854502500 Mbps | Network Out: 606343823700 Mbps | Active Connections: 139
[2026-04-04 19:54:11] CPU: 167430384600% | Memory: 7585558773760 MB | Disk Read: 394721052000 MB/s | Disk Write: 603654182400 MB/s | Network In: 901136665000 Mbps | Network Out: 107674066500 Mbps | Active Connections: 336
[2026-04-04 19:53:11] CPU: 45829991300% | Memory: 30092653150208 MB | Disk Read: 1401508907000 MB/s | Disk Write: 1657609777600 MB/s | Network In: 689838292500 Mbps | Network Out: 581998234200 Mbps | Active Connections: 403
[2026-04-04 19:52:11] CPU: 138232700400% | Memory: 31376485302272 MB | Disk Read: 637997827000 MB/s | Disk Write: 530262151200 MB/s | Network In: 421146132000 Mbps | Network Out: 168906839100 Mbps | Active Connections: 275
[2026-04-04 19:51:11] CPU: 153478261300% | Memory: 4129773813760 MB | Disk Read: 1259177795000 MB/s | Disk Write: 815139188000 MB/s | Network In: 834020867500 Mbps | Network Out: 475065611400 Mbps | Active Connections: 318
[2026-04-04 19:50:11] CPU: 17711761000% | Memory: 16702925799424 MB | Disk Read: 609386911000 MB/s | Disk Write: 583355499200 MB/s | Network In: 170703359000 Mbps | Network Out: 605682863700 Mbps | Active Connections: 319
[2026-04-04 19:49:11] CPU: 71900275500% | Memory: 32577788149760 MB | Disk Read: 1774028423000 MB/s | Disk Write: 442700350400 MB/s | Network In: 550785532000 Mbps | Network Out: 276500054100 Mbps | Active Connections: 405
[2026-04-04 19:48:11] CPU: 75245439200% | Memory: 15761098588160 MB | Disk Read: 812820349000 MB/s | Disk Write: 1269961256000 MB/s | Network In: 621265964000 Mbps | Network Out: 243391262400 Mbps | Active Connections: 281
[2026-04-04 19:47:11] CPU: 192794345300% | Memory: 16441782501376 MB | Disk Read: 1474879460000 MB/s | Disk Write: 1417199911200 MB/s | Network In: 772024970000 Mbps | Network Out: 3192673500 Mbps | Active Connections: 72
[2026-04-04 19:46:11] CPU: 113622101800% | Memory: 6157954793472 MB | Disk Read: 782579505000 MB/s | Disk Write: 594374935200 MB/s | Network In: 744478246500 Mbps | Network Out: 397729119300 Mbps | Active Connections: 422
[2026-04-04 19:45:11] CPU: 121361653500% | Memory: 15400606416896 MB | Disk Read: 1826184680000 MB/s | Disk Write: 1088255040800 MB/s | Network In: 1064235740000 Mbps | Network Out: 11308933800 Mbps | Active Connections: 121
[2026-04-04 19:44:11] CPU: 127412283000% | Memory: 23606570958848 MB | Disk Read: 1595935412000 MB/s | Disk Write: 954026229600 MB/s | Network In: 365448068000 Mbps | Network Out: 16712931900 Mbps | Active Connections: 493
[2026-04-04 19:43:11] CPU: 78287424800% | Memory: 33239276519424 MB | Disk Read: 550175925000 MB/s | Disk Write: 92467656800 MB/s | Network In: 522333372000 Mbps | Network Out: 60203523900 Mbps | Active Connections: 249
[2026-04-04 19:42:11] CPU: 33700937000% | Memory: 10032431644672 MB | Disk Read: 85734143000 MB/s | Disk Write: 664714568000 MB/s | Network In: 723673959500 Mbps | Network Out: 591238867800 Mbps | Active Connections: 458
[2026-04-04 19:41:11] CPU: 212071585800% | Memory: 34547138576384 MB | Disk Read: 1381981603000 MB/s | Disk Write: 1040551664800 MB/s | Network In: 619129223500 Mbps | Network Out: 349924037400 Mbps | Active Connections: 143
[2026-04-04 19:40:11] CPU: 13342354200% | Memory: 19935757647872 MB | Disk Read: 1071065707000 MB/s | Disk Write: 1097141179200 MB/s | Network In: 943093583000 Mbps | Network Out: 166735626000 Mbps | Active Connections: 228
[2026-04-04 19:39:11] CPU: 165150048000% | Memory: 1554568773632 MB | Disk Read: 940949540000 MB/s | Disk Write: 1700305190400 MB/s | Network In: 918428155500 Mbps | Network Out: 417944850900 Mbps | Active Connections: 373
[2026-04-04 19:38:11] CPU: 81015466400% | Memory: 27649350483968 MB | Disk Read: 1340188759000 MB/s | Disk Write: 1161704296800 MB/s | Network In: 569584260500 Mbps | Network Out: 123774215100 Mbps | Active Connections: 302
[2026-04-04 19:37:11] CPU: 161928792300% | Memory: 34957463404544 MB | Disk Read: 21262492000 MB/s | Disk Write: 653464427200 MB/s | Network In: 547663233000 Mbps | Network Out: 569356701000 Mbps | Active Connections: 377
[2026-04-04 19:36:11] CPU: 139689289500% | Memory: 15401743187968 MB | Disk Read: 1335535629000 MB/s | Disk Write: 875798200800 MB/s | Network In: 228512870000 Mbps | Network Out: 184909947600 Mbps | Active Connections: 443
[2026-04-04 19:35:11] CPU: 70208107800% | Memory: 12624384655360 MB | Disk Read: 658410655000 MB/s | Disk Write: 218445504000 MB/s | Network In: 28126630500 Mbps | Network Out: 622182983700 Mbps | Active Connections: 81
[2026-04-04 19:34:11] CPU: 181971912900% | Memory: 21995744198656 MB | Disk Read: 984585129000 MB/s | Disk Write: 666990048000 MB/s | Network In: 821816013500 Mbps | Network Out: 485503257900 Mbps | Active Connections: 369
[2026-04-04 19:33:11] CPU: 185677345300% | Memory: 8474962493440 MB | Disk Read: 1470453072000 MB/s | Disk Write: 800181713600 MB/s | Network In: 497154824000 Mbps | Network Out: 141018691500 Mbps | Active Connections: 413
[2026-04-04 19:32:11] CPU: 102315066700% | Memory: 34832879452160 MB | Disk Read: 457017919000 MB/s | Disk Write: 425003861600 MB/s | Network In: 998083552000 Mbps | Network Out: 336835282800 Mbps | Active Connections: 53
[2026-04-04 19:31:11] CPU: 184477012000% | Memory: 110636498944 MB | Disk Read: 624593539000 MB/s | Disk Write: 956967939200 MB/s | Network In: 441438357500 Mbps | Network Out: 508893546000 Mbps | Active Connections: 192
[2026-04-04 19:30:11] CPU: 103002816700% | Memory: 9986636316672 MB | Disk Read: 1797695761000 MB/s | Disk Write: 635078575200 MB/s | Network In: 1058438685000 Mbps | Network Out: 32246838600 Mbps | Active Connections: 322
[2026-04-04 19:29:11] CPU: 67084235000% | Memory: 9147428093952 MB | Disk Read: 1106926488000 MB/s | Disk Write: 763931454400 MB/s | Network In: 378970835500 Mbps | Network Out: 314616755700 Mbps | Active Connections: 310
[2026-04-04 19:28:11] CPU: 73347566700% | Memory: 15010249162752 MB | Disk Read: 508995794000 MB/s | Disk Write: 215450159200 MB/s | Network In: 207398855000 Mbps | Network Out: 489856177200 Mbps | Active Connections: 114
[2026-04-04 19:27:11] CPU: 103790428500% | Memory: 28626231984128 MB | Disk Read: 11559913000 MB/s | Disk Write: 928016532800 MB/s | Network In: 524148229500 Mbps | Network Out: 539645736300 Mbps | Active Connections: 59
[2026-04-04 19:26:11] CPU: 73021985700% | Memory: 7873313062912 MB | Disk Read: 1996652393000 MB/s | Disk Write: 1548848058400 MB/s | Network In: 590246478000 Mbps | Network Out: 166155564300 Mbps | Active Connections: 218
[2026-04-04 19:25:11] CPU: 80661843300% | Memory: 13726353276928 MB | Disk Read: 1741272796000 MB/s | Disk Write: 653230628800 MB/s | Network In: 842559577000 Mbps | Network Out: 641990594700 Mbps | Active Connections: 368
[2026-04-04 19:24:11] CPU: 16835337000% | Memory: 21888564920320 MB | Disk Read: 2013517516000 MB/s | Disk Write: 1172744323200 MB/s | Network In: 722721599500 Mbps | Network Out: 297664682700 Mbps | Active Connections: 395
[2026-04-04 19:23:11] CPU: 6198142500% | Memory: 117471412224 MB | Disk Read: 1144341093000 MB/s | Disk Write: 1222580631200 MB/s | Network In: 539784654500 Mbps | Network Out: 371364233700 Mbps | Active Connections: 234
[2026-04-04 19:22:11] CPU: 180481113900% | Memory: 21970738757632 MB | Disk Read: 195252675000 MB/s | Disk Write: 119710361600 MB/s | Network In: 150574953500 Mbps | Network Out: 542054447400 Mbps | Active Connections: 481
[2026-04-04 19:21:11] CPU: 31760141600% | Memory: 6105774112768 MB | Disk Read: 288029866000 MB/s | Disk Write: 920176909600 MB/s | Network In: 148015759500 Mbps | Network Out: 270229709700 Mbps | Active Connections: 111
[2026-04-04 19:20:11] CPU: 171774927000% | Memory: 26362431012864 MB | Disk Read: 1504112565000 MB/s | Disk Write: 302955133600 MB/s | Network In: 547880071000 Mbps | Network Out: 352558642800 Mbps | Active Connections: 86
[2026-04-04 19:19:11] CPU: 2297527400% | Memory: 7912991064064 MB | Disk Read: 1071109574000 MB/s | Disk Write: 1377027183200 MB/s | Network In: 119388889000 Mbps | Network Out: 140432659800 Mbps | Active Connections: 352
[2026-04-04 19:18:11] CPU: 186435596100% | Memory: 3524744019968 MB | Disk Read: 1599283822000 MB/s | Disk Write: 527548336000 MB/s | Network In: 611939707000 Mbps | Network Out: 4086190800 Mbps | Active Connections: 165
[2026-04-04 19:17:11] CPU: 130403045500% | Memory: 31120506241024 MB | Disk Read: 690593818000 MB/s | Disk Write: 1519594964000 MB/s | Network In: 933749810000 Mbps | Network Out: 98212146300 Mbps | Active Connections: 306
[2026-04-04 19:16:11] CPU: 180302791800% | Memory: 33821827891200 MB | Disk Read: 1664117937000 MB/s | Disk Write: 788098334400 MB/s | Network In: 1019650583500 Mbps | Network Out: 108797442900 Mbps | Active Connections: 161
[2026-04-04 19:15:11] CPU: 135813447500% | Memory: 8595047530496 MB | Disk Read: 1197521921000 MB/s | Disk Write: 200403242400 MB/s | Network In: 22015484500 Mbps | Network Out: 552455559900 Mbps | Active Connections: 237
[2026-04-04 19:14:11] CPU: 125759915800% | Memory: 32489340813312 MB | Disk Read: 2110169774000 MB/s | Disk Write: 382176768000 MB/s | Network In: 621537479500 Mbps | Network Out: 105186008400 Mbps | Active Connections: 367
[2026-04-04 19:13:11] CPU: 77597736500% | Memory: 33471782944768 MB | Disk Read: 1807396841000 MB/s | Disk Write: 1278009411200 MB/s | Network In: 136106123500 Mbps | Network Out: 223569234600 Mbps | Active Connections: 330
[2026-04-04 19:12:11] CPU: 13830196000% | Memory: 24793065357312 MB | Disk Read: 770247290000 MB/s | Disk Write: 248375819200 MB/s | Network In: 134516871500 Mbps | Network Out: 34360421400 Mbps | Active Connections: 195
[2026-04-04 19:11:11] CPU: 213645112600% | Memory: 7215244132352 MB | Disk Read: 1063757463000 MB/s | Disk Write: 907363713600 MB/s | Network In: 101057410000 Mbps | Network Out: 264619191600 Mbps | Active Connections: 259
[2026-04-04 19:10:11] CPU: 74183921300% | Memory: 15946520772608 MB | Disk Read: 1413189349000 MB/s | Disk Write: 1141156003200 MB/s | Network In: 879279954000 Mbps | Network Out: 619776324000 Mbps | Active Connections: 120
[2026-04-04 19:09:11] CPU: 139601797300% | Memory: 30697751609344 MB | Disk Read: 1527355394000 MB/s | Disk Write: 1463498246400 MB/s | Network In: 778682136500 Mbps | Network Out: 169753490100 Mbps | Active Connections: 115
[2026-04-04 19:08:11] CPU: 128753611300% | Memory: 2580345929728 MB | Disk Read: 37036338000 MB/s | Disk Write: 1322277361600 MB/s | Network In: 328616711500 Mbps | Network Out: 505840542000 Mbps | Active Connections: 264
[2026-04-04 19:07:11] CPU: 105453405200% | Memory: 3495206649856 MB | Disk Read: 1147755306000 MB/s | Disk Write: 177089724000 MB/s | Network In: 850435320000 Mbps | Network Out: 85797301200 Mbps | Active Connections: 313
[2026-04-04 19:06:11] CPU: 95231202400% | Memory: 30549841690624 MB | Disk Read: 479859268000 MB/s | Disk Write: 402469264800 MB/s | Network In: 204239123000 Mbps | Network Out: 23973087600 Mbps | Active Connections: 359
[2026-04-04 19:05:11] CPU: 56407532800% | Memory: 26418704744448 MB | Disk Read: 544324289000 MB/s | Disk Write: 1279141875200 MB/s | Network In: 558568044000 Mbps | Network Out: 239666897400 Mbps | Active Connections: 387
[2026-04-04 19:04:11] CPU: 123735720200% | Memory: 28757748629504 MB | Disk Read: 1894781707000 MB/s | Disk Write: 1558641252000 MB/s | Network In: 790245665500 Mbps | Network Out: 123399202500 Mbps | Active Connections: 144
[2026-04-04 19:03:11] CPU: 85798634200% | Memory: 11964540960768 MB | Disk Read: 502210556000 MB/s | Disk Write: 51006809600 MB/s | Network In: 900668785500 Mbps | Network Out: 496226789400 Mbps | Active Connections: 163
[2026-04-04 19:02:11] CPU: 1665907300% | Memory: 18518355083264 MB | Disk Read: 569086039000 MB/s | Disk Write: 815993436800 MB/s | Network In: 501419836000 Mbps | Network Out: 312215859300 Mbps | Active Connections: 236
[2026-04-04 19:01:11] CPU: 6052878900% | Memory: 6807992434688 MB | Disk Read: 787072601000 MB/s | Disk Write: 434090718400 MB/s | Network In: 565737648500 Mbps | Network Out: 322407103500 Mbps | Active Connections: 332
[2026-04-04 19:00:11] CPU: 48140471700% | Memory: 33226441768960 MB | Disk Read: 1386314906000 MB/s | Disk Write: 1045305729600 MB/s | Network In: 801599533500 Mbps | Network Out: 605575094100 Mbps | Active Connections: 124
[2026-04-04 18:59:11] CPU: 197037635300% | Memory: 19512348786688 MB | Disk Read: 1597733378000 MB/s | Disk Write: 81257653600 MB/s | Network In: 210880039000 Mbps | Network Out: 400855791300 Mbps | Active Connections: 236
[2026-04-04 18:58:11] CPU: 18569253400% | Memory: 3081589555200 MB | Disk Read: 1220893835000 MB/s | Disk Write: 1074004107200 MB/s | Network In: 835990861000 Mbps | Network Out: 451902367800 Mbps | Active Connections: 395
[2026-04-04 18:57:11] CPU: 57395107700% | Memory: 13373309730816 MB | Disk Read: 1390527580000 MB/s | Disk Write: 1093727683200 MB/s | Network In: 122136713500 Mbps | Network Out: 445187412600 Mbps | Active Connections: 458
[2026-04-04 18:56:11] CPU: 120014395000% | Memory: 29145239273472 MB | Disk Read: 1830283646000 MB/s | Disk Write: 480342514400 MB/s | Network In: 796686013000 Mbps | Network Out: 483670889400 Mbps | Active Connections: 239
[2026-04-04 18:55:11] CPU: 182428631400% | Memory: 18681106563072 MB | Disk Read: 1032179964000 MB/s | Disk Write: 1400055788800 MB/s | Network In: 642386925000 Mbps | Network Out: 79236374700 Mbps | Active Connections: 151
[2026-04-04 18:54:11] CPU: 213485851000% | Memory: 32424299642880 MB | Disk Read: 1722214408000 MB/s | Disk Write: 562475639200 MB/s | Network In: 593806995000 Mbps | Network Out: 397433435100 Mbps | Active Connections: 258
[2026-04-04 18:53:11] CPU: 86363271000% | Memory: 6843591983104 MB | Disk Read: 766186274000 MB/s | Disk Write: 1497955926400 MB/s | Network In: 757341630000 Mbps | Network Out: 16425318000 Mbps | Active Connections: 312
[2026-04-04 18:52:11] CPU: 97076638500% | Memory: 1992385921024 MB | Disk Read: 1520374499000 MB/s | Disk Write: 493985828000 MB/s | Network In: 620636434000 Mbps | Network Out: 603591302700 Mbps | Active Connections: 112
[2026-04-04 18:51:11] CPU: 40470722000% | Memory: 29177222725632 MB | Disk Read: 1203101863000 MB/s | Disk Write: 804394152800 MB/s | Network In: 1020230794000 Mbps | Network Out: 299701282200 Mbps | Active Connections: 215
[2026-04-04 18:50:11] CPU: 69328092900% | Memory: 1444128702464 MB | Disk Read: 1895541215000 MB/s | Disk Write: 32211996800 MB/s | Network In: 89899652500 Mbps | Network Out: 16459292100 Mbps | Active Connections: 360
[2026-04-04 18:49:11] CPU: 61762464500% | Memory: 5748512440320 MB | Disk Read: 1423155659000 MB/s | Disk Write: 277091867200 MB/s | Network In: 97032006000 Mbps | Network Out: 484959021600 Mbps | Active Connections: 495
[2026-04-04 18:48:11] CPU: 49507212300% | Memory: 6706015567872 MB | Disk Read: 1638509449000 MB/s | Disk Write: 1692881344000 MB/s | Network In: 198509747500 Mbps | Network Out: 232515309000 Mbps | Active Connections: 142
[2026-04-04 18:47:11] CPU: 140398917200% | Memory: 29110116581376 MB | Disk Read: 120250306000 MB/s | Disk Write: 1440800957600 MB/s | Network In: 198040089500 Mbps | Network Out: 410605680600 Mbps | Active Connections: 388
[2026-04-04 18:46:11] CPU: 88943464300% | Memory: 26009935511552 MB | Disk Read: 486655506000 MB/s | Disk Write: 1307810856800 MB/s | Network In: 659020628000 Mbps | Network Out: 497242752900 Mbps | Active Connections: 167
[2026-04-04 18:45:11] CPU: 134792691000% | Memory: 12921261916160 MB | Disk Read: 1655208003000 MB/s | Disk Write: 635746176000 MB/s | Network In: 444461022500 Mbps | Network Out: 377400102900 Mbps | Active Connections: 408
